,Date,Time,Prolific ID,Random,Pages Visited
8613,2022-11-28,1900-01-22 12:11:10,pid=5cd8a78e0f0de600018e782f,rd=2,/doorble/settings.html
8617,2022-11-28,1900-01-22 12:11:12,pid=5e9a363724927e0d07782751,rd=5,/doorble/ads_lft_video.html
8636,2022-11-28,1900-01-22 12:11:18,pid=5cd8a78e0f0de600018e782f,rd=2,/doorble/homepage.html
8656,2022-11-28,1900-01-22 12:11:24,pid=5e3b8f110d41ad3a7bc35019,rd=6,/doorble/loc_lft.html
8657,2022-11-28,1900-01-22 12:11:24,pid=5ec59e86c9569f5e8000717b,rd=4,/doorble/loc_sft_img.html
8681,2022-11-28,1900-01-22 12:11:41,pid=5ec59e86c9569f5e8000717b,rd=4,/doorble/loc_lft.html
8687,2022-11-28,1900-01-22 12:11:50,pid=5cd8a78e0f0de600018e782f,rd=2,/doorble/registration
8689,2022-11-28,1900-01-22 12:11:51,pid=5e9389d87d6dc1078fe0ebee,rd=9,/doorble/homepage
8723,2022-11-28,1900-01-22 12:11:57,pid=610ad34844dd2b51bf5d87f5,rd=8,/doorble/homepage
8745,2022-11-28,1900-01-22 12:12:05,pid=610ad34844dd2b51bf5d87f5,rd=8,/doorble/loc_lft.html
8748,2022-11-28,1900-01-22 12:12:08,pid=5cd8a78e0f0de600018e782f,rd=2,/doorble/ads_lft_video.html
8755,2022-11-28,1900-01-22 12:13:13,pid=5f4f93bcb46af5055714d433,rd=8,/doorble/homepage
8790,2022-11-28,1900-01-22 12:13:22,pid=5f4f93bcb46af5055714d433,rd=8,/doorble/loc_lft.html
8793,2022-11-28,1900-01-22 12:14:22,pid=5cd8a78e0f0de600018e782f,rd=2,/doorble/completion.html
8801,2022-11-28,1900-01-22 12:16:37,pid=5e9a363724927e0d07782751,rd=5,/doorble/loc_lft_video.html
8811,2022-11-28,1900-01-22 12:19:13,pid=5cd8a78e0f0de600018e782f,rd=2,/doorble/loc_lft_video.html
8828,2022-11-28,1900-01-22 12:20:56,pid=61f2ab5da09e72f23cbaf380,rd=7,/doorble/homepage
8863,2022-11-28,1900-01-22 12:21:38,pid=61f2ab5da09e72f23cbaf380,rd=7,/doorble/completion.html
8868,2022-11-28,1900-01-22 12:22:35,pid=61f2ab5da09e72f23cbaf380,rd=7,/doorble/homepage
8907,2022-11-28,1900-01-22 12:24:21,pid=61f2ab5da09e72f23cbaf380,rd=7,/doorble/ads_lft.html
8910,2022-11-28,1900-01-22 12:26:16,pid=614f22dfa54d9361b45c3052,rd=3,/doorble/homepage
8943,2022-11-28,1900-01-22 12:26:23,pid=614f22dfa54d9361b45c3052,rd=3,/doorble/completion.html
8947,2022-11-28,1900-01-22 12:26:47,pid=SV_cO3AKtgfjaDuEtg,rd=3,/doorble/homepage
8952,2022-11-28,1900-01-22 12:26:57,pid=SV_cO3AKtgfjaDuEtg,rd=3,/doorble/completion.html
8959,2022-11-28,1900-01-22 12:29:10,pid=614f22dfa54d9361b45c3052,rd=3,/doorble/ads_lft.html
8969,2022-11-28,1900-01-22 12:32:49,pid=614f22dfa54d9361b45c3052,rd=3,/doorble/loc_lft.html
9077,2022-11-28,1900-01-22 16:13:31,pid=jack,rd=7,/doorble/homepage.html
9110,2022-11-28,1900-01-22 16:13:46,pid=61035ae4030737a3d2a51a11,rd=2,/doorble/registration
9126,2022-11-28,1900-01-22 16:14:27,pid=61035ae4030737a3d2a51a11,rd=2,/doorble/ads_lft_video.html
9132,2022-11-28,1900-01-22 16:15:10,pid=61035ae4030737a3d2a51a11,rd=2,/doorble/settings.html
9136,2022-11-28,1900-01-22 16:15:22,pid=60fdc8462cae98e37a614828,rd=5,/doorble/homepage
9169,2022-11-28,1900-01-22 16:15:29,pid=61035ae4030737a3d2a51a11,rd=2,/doorble/loc_lft_video.html
9172,2022-11-28,1900-01-22 16:15:32,pid=60fdc8462cae98e37a614828,rd=5,/doorble/helpcenter.html
9178,2022-11-28,1900-01-22 16:15:41,pid=61035ae4030737a3d2a51a11,rd=2,/doorble/completion.html
9183,2022-11-28,1900-01-22 16:15:48,pid=60fdc8462cae98e37a614828,rd=5,/doorble/ads_lft_video.html
9188,2022-11-28,1900-01-22 16:15:55,pid=60fdc8462cae98e37a614828,rd=5,/doorble/completion.html
9196,2022-11-28,1900-01-22 16:16:29,pid=60fdc8462cae98e37a614828,rd=5,/doorble/loc_lft_video.html
9200,2022-11-28,1900-01-22 16:16:35,pid=60fdc8462cae98e37a614828,rd=5,/doorble/completion.html
9203,2022-11-28,1900-01-22 16:17:20,pid=6339759d40c0cfec41fac4cb,rd=7,/doorble/homepage
9241,2022-11-28,1900-01-22 16:18:51,pid=6339759d40c0cfec41fac4cb,rd=7,/doorble/settings.html
9245,2022-11-28,1900-01-22 16:18:58,pid=6339759d40c0cfec41fac4cb,rd=7,/doorble/homepage.html
9257,2022-11-28,1900-01-22 16:19:23,pid=61035ae4030737a3d2a51a11,rd=2,/doorble/homepage.html
9278,2022-11-28,1900-01-22 16:19:47,pid=62718acba39cea360d198b7d,rd=6,/doorble/homepage
9315,2022-11-28,1900-01-22 16:20:29,pid=62718acba39cea360d198b7d,rd=6,/doorble/settings.html
9330,2022-11-28,1900-01-22 16:20:43,pid=5f7b88332ef15f1650653037,rd=8,/doorble/homepage
9364,2022-11-28,1900-01-22 16:20:50,pid=62718acba39cea360d198b7d,rd=6,/doorble/completion.html
9368,2022-11-28,1900-01-22 16:20:57,pid=5f7b88332ef15f1650653037,rd=8,/doorble/completion.html
9372,2022-11-28,1900-01-22 16:21:03,pid=60ff0d7788dcf605bf909dbb,rd=1,/doorble/registration
9388,2022-11-28,1900-01-22 16:21:11,pid=SV_cO3AKtgfjaDuEtg,rd=6,/doorble/homepage
9397,2022-11-28,1900-01-22 16:21:14,pid=SV_cO3AKtgfjaDuEtg,rd=6,/doorble/settings.html
9402,2022-11-28,1900-01-22 16:21:31,pid=SV_cO3AKtgfjaDuEtg,rd=6,/doorble/completion.html
9405,2022-11-28,1900-01-22 16:21:39,pid=5ee64e85c682de3a880579c6,rd=3,/doorble/homepage
9439,2022-11-28,1900-01-22 16:22:02,pid=5ee64e85c682de3a880579c6,rd=3,/doorble/completion.html
9449,2022-11-28,1900-01-22 16:22:18,pid=5f7b88332ef15f1650653037,rd=8,/doorble/ads_lft.html
9452,2022-11-28,1900-01-22 16:22:43,pid=SV_cO3AKtgfjaDuEtg,rd=3,/doorble/homepage
9459,2022-11-28,1900-01-22 16:22:45,pid=5f7b88332ef15f1650653037,rd=8,/doorble/loc_lft.html
9468,2022-11-28,1900-01-22 16:23:29,pid=SV_cO3AKtgfjaDuEtg,rd=3,/doorble/completion.html
9474,2022-11-28,1900-01-22 16:24:03,pid=62718acba39cea360d198b7d,rd=6,
9478,2022-11-28,1900-01-22 16:24:10,pid=62718acba39cea360d198b7d,rd=6,/doorble/ads_lft.html
9481,2022-11-28,1900-01-22 16:24:21,pid=609d4891adb1b469c5153cf1,rd=4,/doorble/homepage
9515,2022-11-28,1900-01-22 16:24:26,pid=609d4891adb1b469c5153cf1,rd=4,/doorble/helpcenter.html
9519,2022-11-28,1900-01-22 16:24:38,pid=609d4891adb1b469c5153cf1,rd=4,/doorble/loc_sft_img.html
9522,2022-11-28,1900-01-22 16:24:50,pid=609d4891adb1b469c5153cf1,rd=4,/doorble/completion.html
9526,2022-11-28,1900-01-22 16:25:20,pid=SV_cO3AKtgfjaDuEtg,rd=4,/doorble/homepage
9533,2022-11-28,1900-01-22 16:25:22,pid=SV_cO3AKtgfjaDuEtg,rd=4,/doorble/helpcenter.html
9537,2022-11-28,1900-01-22 16:25:23,pid=SV_cO3AKtgfjaDuEtg,rd=4,/doorble/loc_sft_img.html
9540,2022-11-28,1900-01-22 16:25:26,pid=SV_cO3AKtgfjaDuEtg,rd=4,/doorble/loc_lft.html
9543,2022-11-28,1900-01-22 16:25:29,pid=60ff0d7788dcf605bf909dbb,rd=1,/doorble/ads_sft_img.html
9548,2022-11-28,1900-01-22 16:25:40,pid=60ff0d7788dcf605bf909dbb,rd=1,/doorble/loc_sft_img.html
9552,2022-11-28,1900-01-22 16:25:44,pid=60ff0d7788dcf605bf909dbb,rd=1,/doorble/completion.html
9556,2022-11-28,1900-01-22 16:26:03,pid=SV_cO3AKtgfjaDuEtg,rd=4,/doorble/settings.html
9574,2022-11-28,1900-01-22 16:26:48,pid=SV_cO3AKtgfjaDuEtg,rd=4,/doorble/completion.html
9579,2022-11-28,1900-01-22 16:27:14,pid=5f7b88332ef15f1650653037,rd=8,/doorble/settings.html
9583,2022-11-28,1900-01-22 16:27:16,pid=5ee64e85c682de3a880579c6,rd=3,/doorble/ads_lft.html
9586,2022-11-28,1900-01-22 16:27:24,pid=6298e140ee3de09709fcb84c,rd=4,/doorble/homepage
9621,2022-11-28,1900-01-22 16:27:42,pid=5d1f71def861790016fafb83,rd=7,/doorble/homepage
9648,2022-11-28,1900-01-22 16:27:43,pid=6298e140ee3de09709fcb84c,rd=4,/doorble/helpcenter.html
9659,2022-11-28,1900-01-22 16:27:47,pid=6298e140ee3de09709fcb84c,rd=4,/doorble/ads_sft_img.html
9663,2022-11-28,1900-01-22 16:28:03,pid=60ff0d7788dcf605bf909dbb,rd=1,/doorble/ads_lft.html
9666,2022-11-28,1900-01-22 16:28:05,pid=6298e140ee3de09709fcb84c,rd=4,/doorble/ads_lft.html
9669,2022-11-28,1900-01-22 16:28:23,pid=5d1f71def861790016fafb83,rd=7,/doorble/completion.html
9673,2022-11-28,1900-01-22 16:28:35,pid=6298e140ee3de09709fcb84c,rd=4,/doorble/settings.html
9679,2022-11-28,1900-01-22 16:29:24,pid=60ff0d7788dcf605bf909dbb,rd=1,/doorble/loc_lft.html
9682,2022-11-28,1900-01-22 16:29:28,pid=60ff0d7788dcf605bf909dbb,rd=1,/doorble/settings.html
9686,2022-11-28,1900-01-22 16:29:37,pid=609d4891adb1b469c5153cf1,rd=4,/doorble/ads_sft_img.html
9689,2022-11-28,1900-01-22 16:29:40,pid=609d4891adb1b469c5153cf1,rd=4,/doorble/ads_lft.html
9692,2022-11-28,1900-01-22 16:29:47,pid=5e519c1b7243ea1d0aa361d6,rd=9,/doorble/homepage
9723,2022-11-28,1900-01-22 16:29:51,pid=5e718a10031ef50be0aa2092,rd=5,/doorble/homepage
9758,2022-11-28,1900-01-22 16:29:56,pid=5e718a10031ef50be0aa2092,rd=5,/doorble/helpcenter.html
9763,2022-11-28,1900-01-22 16:30:07,pid=5e519c1b7243ea1d0aa361d6,rd=9,/doorble/completion.html
9768,2022-11-28,1900-01-22 16:30:18,pid=5e718a10031ef50be0aa2092,rd=5,/doorble/ads_lft_video.html
9772,2022-11-28,1900-01-22 16:30:18,pid=60ff1675f00a765cb05017e8,rd=3,/doorble/homepage
9801,2022-11-28,1900-01-22 16:30:21,pid=6298e140ee3de09709fcb84c,rd=4,/doorble/completion.html
9808,2022-11-28,1900-01-22 16:30:22,pid=5e718a10031ef50be0aa2092,rd=5,/doorble/completion.html
9814,2022-11-28,1900-01-22 16:30:29,pid=SV_cO3AKtgfjaDuEtg,rd=5,/doorble/homepage
9820,2022-11-28,1900-01-22 16:30:38,pid=SV_cO3AKtgfjaDuEtg,rd=5,/doorble/helpcenter.html
9835,2022-11-28,1900-01-22 16:30:49,pid=SV_cO3AKtgfjaDuEtg,rd=5,/doorble/loc_lft_video.html
9845,2022-11-28,1900-01-22 16:31:01,pid=SV_cO3AKtgfjaDuEtg,rd=5,/doorble/ads_lft_video.html
9854,2022-11-28,1900-01-22 16:31:09,pid=SV_cO3AKtgfjaDuEtg,rd=5,/doorble/completion.html
9857,2022-11-28,1900-01-22 16:31:09,pid=60ff1675f00a765cb05017e8,rd=3,/doorble/completion.html
9871,2022-11-28,1900-01-22 16:31:26,pid=5e519c1b7243ea1d0aa361d6,rd=9,/doorble/ads_lft.html
9878,2022-11-28,1900-01-22 16:31:33,pid=SV_cO3AKtgfjaDuEtg,rd=5,/doorble/loc_lft_video.html
9896,2022-11-28,1900-01-22 16:31:35,pid=SV_cO3AKtgfjaDuEtg,rd=5,/doorble/homepage.html
9924,2022-11-28,1900-01-22 16:31:43,pid=5ee64e85c682de3a880579c6,rd=3,/doorble/loc_lft.html
9932,2022-11-28,1900-01-22 16:32:04,pid=604803755a9a51131d6cb1e0,rd=1,/doorble/registration
9948,2022-11-28,1900-01-22 16:32:05,pid=60bebaad355aa083fd9b8c60,rd=2,/doorble/registration
9964,2022-11-28,1900-01-22 16:32:08,pid=SV_cO3AKtgfjaDuEtg,rd=3,/doorble/homepage
9971,2022-11-28,1900-01-22 16:32:26,pid=SV_cO3AKtgfjaDuEtg,rd=3,/doorble/completion.html
9977,2022-11-28,1900-01-22 16:32:37,pid=SV_cO3AKtgfjaDuEtg,rd=5,/doorble/helpcenter.html
9981,2022-11-28,1900-01-22 16:32:39,pid=SV_cO3AKtgfjaDuEtg,rd=5,/doorble/ads_lft_video.html
9990,2022-11-28,1900-01-22 16:32:46,pid=60bebaad355aa083fd9b8c60,rd=2,/doorble/ads_lft_video.html
9996,2022-11-28,1900-01-22 16:32:56,pid=604803755a9a51131d6cb1e0,rd=1,/doorble/ads_sft_img.html
10001,2022-11-28,1900-01-22 16:33:00,pid=60bebaad355aa083fd9b8c60,rd=2,/doorble/loc_lft_video.html
10005,2022-11-28,1900-01-22 16:33:02,pid=5d1f71def861790016fafb83,rd=7,/doorble/settings.html
10009,2022-11-28,1900-01-22 16:33:10,pid=60bebaad355aa083fd9b8c60,rd=2,/doorble/completion.html
10013,2022-11-28,1900-01-22 16:33:14,pid=604803755a9a51131d6cb1e0,rd=1,/doorble/loc_sft_img.html
10017,2022-11-28,1900-01-22 16:33:19,pid=5d1f71def861790016fafb83,rd=7,/doorble/loc_lft.html
10023,2022-11-28,1900-01-22 16:33:25,pid=604803755a9a51131d6cb1e0,rd=1,/doorble/settings.html
10028,2022-11-28,1900-01-22 16:33:30,pid=604803755a9a51131d6cb1e0,rd=1,/doorble/completion.html
10034,2022-11-28,1900-01-22 16:33:32,pid=5c2eb9c30091e40001cba678,rd=6,/doorble/homepage
10069,2022-11-28,1900-01-22 16:33:47,pid=5c2eb9c30091e40001cba678,rd=6,/doorble/settings.html
10076,2022-11-28,1900-01-22 16:33:57,pid=6298e140ee3de09709fcb84c,rd=4,/doorble/loc_sft_img.html
10079,2022-11-28,1900-01-22 16:34:03,pid=5c2eb9c30091e40001cba678,rd=6,/doorble/completion.html
10083,2022-11-28,1900-01-22 16:34:09,pid=6298e140ee3de09709fcb84c,rd=4,/doorble/completion.html
10086,2022-11-28,1900-01-22 16:34:33,pid=SV_cO3AKtgfjaDuEtg,rd=6,/doorble/homepage
10094,2022-11-28,1900-01-22 16:34:38,pid=SV_cO3AKtgfjaDuEtg,rd=6,/doorble/settings.html
10100,2022-11-28,1900-01-22 16:34:55,pid=SV_cO3AKtgfjaDuEtg,rd=6,/doorble/completion.html
10105,2022-11-28,1900-01-22 16:35:06,pid=5e519c1b7243ea1d0aa361d6,rd=9,/doorble/loc_lft.html
10113,2022-11-28,1900-01-22 16:35:10,pid=5c3630c83ce2c8000111b504,rd=1,/doorble/registration
10129,2022-11-28,1900-01-22 16:35:16,pid=56a552c681a8ca000b3e4bb6,rd=8,/doorble/homepage
10163,2022-11-28,1900-01-22 16:35:25,pid=5d1acc6eb0c5a8001786de55,rd=9,/doorble/homepage
10200,2022-11-28,1900-01-22 16:35:37,pid=60ff1675f00a765cb05017e8,rd=3,/doorble/ads_lft.html
10205,2022-11-28,1900-01-22 16:35:45,pid=5c3630c83ce2c8000111b504,rd=1,/doorble/ads_sft_img.html
10212,2022-11-28,1900-01-22 16:35:59,pid=56a552c681a8ca000b3e4bb6,rd=8,/doorble/completion.html
10216,2022-11-28,1900-01-22 16:36:01,pid=5d1acc6eb0c5a8001786de55,rd=9,/doorble/completion.html
10220,2022-11-28,1900-01-22 16:36:03,pid=5c3630c83ce2c8000111b504,rd=1,/doorble/loc_sft_img.html
10224,2022-11-28,1900-01-22 16:36:04,pid=635316a4aa58a1b100603cc0,rd=6,/doorble/homepage
10259,2022-11-28,1900-01-22 16:36:09,pid=635316a4aa58a1b100603cc0,rd=6,/doorble/settings.html
10263,2022-11-28,1900-01-22 16:36:17,pid=635316a4aa58a1b100603cc0,rd=6,/doorble/completion.html
10267,2022-11-28,1900-01-22 16:36:19,pid=5c3630c83ce2c8000111b504,rd=1,/doorble/completion.html
10275,2022-11-28,1900-01-22 16:36:50,pid=SV_cO3AKtgfjaDuEtg,rd=6,/doorble/homepage
10284,2022-11-28,1900-01-22 16:36:52,pid=SV_cO3AKtgfjaDuEtg,rd=6,/doorble/settings.html
10294,2022-11-28,1900-01-22 16:37:04,pid=5de1ad8ec638d4203bbc7c26,rd=4,/doorble/homepage
10327,2022-11-28,1900-01-22 16:37:08,pid=5de1ad8ec638d4203bbc7c26,rd=4,/doorble/helpcenter.html
10331,2022-11-28,1900-01-22 16:37:09,pid=61088a6f0372d8a146faa96b,rd=2,/doorble/registration
10347,2022-11-28,1900-01-22 16:37:20,pid=5c2eb9c30091e40001cba678,rd=6,
10362,2022-11-28,1900-01-22 16:37:28,pid=SV_cO3AKtgfjaDuEtg,rd=6,/doorble/completion.html
10372,2022-11-28,1900-01-22 16:37:34,pid=5c2eb9c30091e40001cba678,rd=6,/doorble/ads_lft.html
10375,2022-11-28,1900-01-22 16:37:39,pid=610814e8c93f9ba8a49bf983,rd=7,/doorble/homepage
10406,2022-11-28,1900-01-22 16:37:41,pid=61088a6f0372d8a146faa96b,rd=2,/doorble/ads_lft_video.html
10413,2022-11-28,1900-01-22 16:37:42,pid=5de1ad8ec638d4203bbc7c26,rd=4,/doorble/ads_sft_img.html
10416,2022-11-28,1900-01-22 16:37:42,pid=604803755a9a51131d6cb1e0,rd=1,/doorble/ads_lft.html
10419,2022-11-28,1900-01-22 16:37:44,pid=615fad239fd8b6f7c048057a,rd=9,/doorble/homepage
10453,2022-11-28,1900-01-22 16:37:52,pid=61088a6f0372d8a146faa96b,rd=2,/doorble/loc_lft_video.html
10456,2022-11-28,1900-01-22 16:37:52,pid=62a77a01b6a18ad2e49267c1,rd=6,/doorble/homepage
10459,2022-11-28,1900-01-22 16:37:52,pid=56a552c681a8ca000b3e4bb6,rd=8,/doorble/ads_lft.html
10497,2022-11-28,1900-01-22 16:37:56,pid=61088a6f0372d8a146faa96b,rd=2,/doorble/completion.html
10501,2022-11-28,1900-01-22 16:37:56,pid=6110d72aa69d55efca97d465,rd=2,/doorble/registration
10521,2022-11-28,1900-01-22 16:38:02,pid=55b0eabffdf99b2228330785,rd=8,/doorble/homepage
10550,2022-11-28,1900-01-22 16:38:09,pid=5de1ad8ec638d4203bbc7c26,rd=4,/doorble/ads_lft.html
10560,2022-11-28,1900-01-22 16:38:13,pid=5faf3a10d0a22f1c799eafc9,rd=7,/doorble/homepage
10591,2022-11-28,1900-01-22 16:38:18,pid=6110d72aa69d55efca97d465,rd=2,/doorble/ads_lft_video.html
10604,2022-11-28,1900-01-22 16:38:23,pid=62a77a01b6a18ad2e49267c1,rd=6,/doorble/settings.html
10608,2022-11-28,1900-01-22 16:38:33,pid=62a77a01b6a18ad2e49267c1,rd=6,/doorble/completion.html
10612,2022-11-28,1900-01-22 16:38:33,pid=610814e8c93f9ba8a49bf983,rd=7,/doorble/completion.html
10620,2022-11-28,1900-01-22 16:38:37,pid=55afd54efdf99b4099d5735f,rd=4,/doorble/homepage
10623,2022-11-28,1900-01-22 16:38:37,pid=5faf3a10d0a22f1c799eafc9,rd=7,/doorble/completion.html
10658,2022-11-28,1900-01-22 16:38:40,pid=615fad239fd8b6f7c048057a,rd=9,/doorble/completion.html
10663,2022-11-28,1900-01-22 16:38:41,pid=5c3630c83ce2c8000111b504,rd=1,/doorble/ads_lft.html
10666,2022-11-28,1900-01-22 16:38:41,pid=60fddbbe64101e027a217421,rd=5,/doorble/homepage
10699,2022-11-28,1900-01-22 16:38:42,pid=55afd54efdf99b4099d5735f,rd=4,/doorble/helpcenter.html
10704,2022-11-28,1900-01-22 16:38:46,pid=5de1ad8ec638d4203bbc7c26,rd=4,/doorble/settings.html
10708,2022-11-28,1900-01-22 16:38:52,pid=5de1ad8ec638d4203bbc7c26,rd=4,/doorble/homepage.html
10714,2022-11-28,1900-01-22 16:38:52,pid=60fddbbe64101e027a217421,rd=5,/doorble/helpcenter.html
10718,2022-11-28,1900-01-22 16:38:53,pid=6110d72aa69d55efca97d465,rd=2,/doorble/loc_lft_video.html
10725,2022-11-28,1900-01-22 16:38:54,pid=60fddbbe64101e027a217421,rd=5,/doorble/ads_lft_video.html
10734,2022-11-28,1900-01-22 16:38:56,pid=5de1ad8ec638d4203bbc7c26,rd=4,/doorble/completion.html
10738,2022-11-28,1900-01-22 16:38:57,pid=635316a4aa58a1b100603cc0,rd=6,
10749,2022-11-28,1900-01-22 16:39:09,pid=62a77a01b6a18ad2e49267c1,rd=6,/doorble/loc_lft.html
10752,2022-11-28,1900-01-22 16:39:17,pid=635316a4aa58a1b100603cc0,rd=6,/doorble/ads_lft.html
10763,2022-11-28,1900-01-22 16:39:33,pid=6110d72aa69d55efca97d465,rd=2,/doorble/completion.html
10772,2022-11-28,1900-01-22 16:39:40,pid=60fddbbe64101e027a217421,rd=5,/doorble/completion.html
10782,2022-11-28,1900-01-22 16:39:46,pid=56a552c681a8ca000b3e4bb6,rd=8,/doorble/loc_lft.html
10789,2022-11-28,1900-01-22 16:39:54,pid=SV_cO3AKtgfjaDuEtg,rd=5,/doorble/homepage
10794,2022-11-28,1900-01-22 16:40:02,pid=5f9b7861ba641d39dfde5fa3,rd=3,/doorble/homepage
10824,2022-11-28,1900-01-22 16:40:05,pid=SV_cO3AKtgfjaDuEtg,rd=5,/doorble/helpcenter.html
10832,2022-11-28,1900-01-22 16:40:07,pid=SV_cO3AKtgfjaDuEtg,rd=5,/doorble/loc_lft_video.html
10836,2022-11-28,1900-01-22 16:40:12,pid=SV_cO3AKtgfjaDuEtg,rd=4,/doorble/homepage
10842,2022-11-28,1900-01-22 16:40:15,pid=SV_cO3AKtgfjaDuEtg,rd=4,/doorble/helpcenter.html
10848,2022-11-28,1900-01-22 16:40:16,pid=SV_cO3AKtgfjaDuEtg,rd=4,/doorble/loc_sft_img.html
10851,2022-11-28,1900-01-22 16:40:17,pid=SV_cO3AKtgfjaDuEtg,rd=5,/doorble/completion.html
10854,2022-11-28,1900-01-22 16:40:20,pid=5ed53833cb34a1098e5e2bce,rd=5,/doorble/homepage
10886,2022-11-28,1900-01-22 16:40:21,pid=5f9b7861ba641d39dfde5fa3,rd=3,/doorble/completion.html
10901,2022-11-28,1900-01-22 16:40:28,pid=5ed53833cb34a1098e5e2bce,rd=5,/doorble/helpcenter.html
10906,2022-11-28,1900-01-22 16:40:33,pid=5d1acc6eb0c5a8001786de55,rd=9,/doorble/loc_lft.html
10909,2022-11-28,1900-01-22 16:40:34,pid=SV_cO3AKtgfjaDuEtg,rd=6,/doorble/homepage
10915,2022-11-28,1900-01-22 16:40:38,pid=5ed53833cb34a1098e5e2bce,rd=5,/doorble/ads_lft_video.html
10921,2022-11-28,1900-01-22 16:40:41,pid=SV_cO3AKtgfjaDuEtg,rd=4,/doorble/loc_lft.html
10924,2022-11-28,1900-01-22 16:40:45,pid=5e718a10031ef50be0aa2092,rd=5,/doorble/loc_lft_video.html
10925,2022-11-28,1900-01-22 16:40:45,pid=63457d2d629eb2846ff74e4b,rd=1,/doorble/registration
10948,2022-11-28,1900-01-22 16:41:09,pid=SV_cO3AKtgfjaDuEtg,rd=6,/doorble/settings.html
10952,2022-11-28,1900-01-22 16:41:16,pid=SV_cO3AKtgfjaDuEtg,rd=6,/doorble/completion.html
10961,2022-11-28,1900-01-22 16:41:23,pid=5c2eb9c30091e40001cba678,rd=6,/doorble/loc_lft.html
10966,2022-11-28,1900-01-22 16:41:51,pid=60fdb2b68724a8708f666bb7,rd=8,/doorble/homepage
11000,2022-11-28,1900-01-22 16:41:52,pid=SV_cO3AKtgfjaDuEtg,rd=4,/doorble/settings.html
11004,2022-11-28,1900-01-22 16:41:54,pid=SV_cO3AKtgfjaDuEtg,rd=4,/doorble/homepage.html
11019,2022-11-28,1900-01-22 16:41:58,pid=SV_cO3AKtgfjaDuEtg,rd=4,/doorble/completion.html
11031,2022-11-28,1900-01-22 16:42:23,pid=5faf3a10d0a22f1c799eafc9,rd=7,/doorble/ads_lft.html
11034,2022-11-28,1900-01-22 16:42:25,pid=60fdb2b68724a8708f666bb7,rd=8,/doorble/completion.html
11043,2022-11-28,1900-01-22 16:42:36,pid=55b0eabffdf99b2228330785,rd=8,/doorble/completion.html
11057,2022-11-28,1900-01-22 16:42:54,pid=615fad239fd8b6f7c048057a,rd=9,/doorble/loc_lft.html
11061,2022-11-28,1900-01-22 16:43:03,pid=5fcdd7da82f3c5d363f6742f,rd=7,/doorble/homepage
11081,2022-11-28,1900-01-22 16:43:03,pid=635316a4aa58a1b100603cc0,rd=6,/doorble/loc_lft.html
11107,2022-11-28,1900-01-22 16:43:15,pid=62c89dcc5cf0b4997485841f,rd=3,/doorble/homepage
11147,2022-11-28,1900-01-22 16:43:19,pid=SV_cO3AKtgfjaDuEtg,rd=3,/doorble/homepage
11154,2022-11-28,1900-01-22 16:43:26,pid=604803755a9a51131d6cb1e0,rd=1,/doorble/loc_lft.html
11157,2022-11-28,1900-01-22 16:43:26,pid=5fcdd7da82f3c5d363f6742f,rd=7,/doorble/completion.html
11161,2022-11-28,1900-01-22 16:43:32,pid=60ff1675f00a765cb05017e8,rd=3,/doorble/loc_lft.html
11165,2022-11-28,1900-01-22 16:43:33,pid=SV_cO3AKtgfjaDuEtg,rd=3,/doorble/completion.html
11172,2022-11-28,1900-01-22 16:43:40,pid=62c89dcc5cf0b4997485841f,rd=3,/doorble/completion.html
11176,2022-11-28,1900-01-22 16:43:43,pid=610814e8c93f9ba8a49bf983,rd=7,/doorble/ads_lft.html
11180,2022-11-28,1900-01-22 16:43:48,pid=62a77a01b6a18ad2e49267c1,rd=6,
11184,2022-11-28,1900-01-22 16:43:57,pid=5fc8023072315c11f1de9057,rd=6,/doorble/homepage
11217,2022-11-28,1900-01-22 16:44:03,pid=SV_cO3AKtgfjaDuEtg,rd=3,/doorble/homepage
11231,2022-11-28,1900-01-22 16:44:14,pid=5d7e5e9b377dc300014335de,rd=8,/doorble/homepage
11240,2022-11-28,1900-01-22 16:44:15,pid=SV_cO3AKtgfjaDuEtg,rd=3,/doorble/completion.html
11265,2022-11-28,1900-01-22 16:44:16,pid=63089d7c2b7355354a6b9783,rd=2,/doorble/registration
11284,2022-11-28,1900-01-22 16:44:21,pid=5fc8023072315c11f1de9057,rd=6,/doorble/settings.html
11288,2022-11-28,1900-01-22 16:44:31,pid=615cd8d37bea495320a5addf,rd=4,/doorble/homepage
11327,2022-11-28,1900-01-22 16:44:40,pid=63089d7c2b7355354a6b9783,rd=2,/doorble/ads_lft_video.html
11333,2022-11-28,1900-01-22 16:44:49,pid=5ed53833cb34a1098e5e2bce,rd=5,/doorble/completion.html
11337,2022-11-28,1900-01-22 16:44:55,pid=63089d7c2b7355354a6b9783,rd=2,/doorble/loc_lft_video.html
11344,2022-11-28,1900-01-22 16:44:59,pid=63089d7c2b7355354a6b9783,rd=2,/doorble/completion.html
11360,2022-11-28,1900-01-22 16:45:28,pid=60fddbbe64101e027a217421,rd=5,/doorble/loc_lft_video.html
11364,2022-11-28,1900-01-22 16:45:28,pid=5d7e5e9b377dc300014335de,rd=8,/doorble/completion.html
11368,2022-11-28,1900-01-22 16:45:29,pid=5fc8023072315c11f1de9057,rd=6,/doorble/completion.html
